Code du département;Libellé du département;Libellé de la section électorale;Code de la commune;Libellé de la commune;Code du b.vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Liste;Nuance Liste;Libellé Abrégé Liste;Libellé Etendu Liste;Nom Tête de Liste;Voix;% Voix/Ins;% Voix/Exp;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Localisation
44;Loire-Atlantique;Loire-Atlantique;44056;Fay-de-Bretagne;1;821;583;71,01;238;28,99;10;1.22;4.2;3;0.37;1.26;225;27.41;94.54;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;7;0.85;3.11;244400503;CC d'Erdre et Gesvres;52;Pays de la Loire;47.414199,-1.790788
44;Loire-Atlantique;Loire-Atlantique;44056;Fay-de-Bretagne;3;852;608;71,36;244;28,64;7;0.82;2.87;4;0.47;1.64;233;27.35;95.49;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;75;8.8;32.19;244400503;CC d'Erdre et Gesvres;52;Pays de la Loire;47.414199,-1.790788
44;Loire-Atlantique;Loire-Atlantique;44058;Fercé;1;340;239;70,29;101;29,71;5;1.47;4.95;1;0.29;0.99;95;27.94;94.06;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.29;1.05;200072726;CC Châteaubriant-Derval;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44064;Gorges;1;1107;768;69,38;339;30,62;15;1.36;4.42;4;0.36;1.18;320;28.91;94.4;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;62;5.6;19.38;200067635;CA Clisson Sèvre et Maine Agglo;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44064;Gorges;2;1067;721;67,57;346;32,43;6;0.56;1.73;8;0.75;2.31;332;31.12;95.95;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;58;5.44;17.47;200067635;CA Clisson Sèvre et Maine Agglo;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44067;Guémené-Penfao;1;873;620;71,02;253;28,98;4;0.46;1.58;7;0.8;2.77;242;27.72;95.65;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;38;4.35;15.7;243500741;CA Redon Agglomération;52;Pays de la Loire;47.633991,-1.834234
44;Loire-Atlantique;Loire-Atlantique;44067;Guémené-Penfao;1;873;620;71,02;253;28,98;4;0.46;1.58;7;0.8;2.77;242;27.72;95.65;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;4;0.46;1.65;243500741;CA Redon Agglomération;52;Pays de la Loire;47.633991,-1.834234
44;Loire-Atlantique;Loire-Atlantique;44067;Guémené-Penfao;3;980;641;65,41;339;34,59;10;1.02;2.95;8;0.82;2.36;321;32.76;94.69;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;105;10.71;32.71;243500741;CA Redon Agglomération;52;Pays de la Loire;47.633991,-1.834234
44;Loire-Atlantique;Loire-Atlantique;44067;Guémené-Penfao;4;534;356;66,67;178;33,33;8;1.5;4.49;1;0.19;0.56;169;31.65;94.94;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;22;4.12;13.02;243500741;CA Redon Agglomération;52;Pays de la Loire;47.628893,-1.834374
44;Loire-Atlantique;Loire-Atlantique;44067;Guémené-Penfao;5;397;237;59,7;160;40,3;8;2.02;5.0;3;0.76;1.88;149;37.53;93.13;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;9;2.27;6.04;243500741;CA Redon Agglomération;52;Pays de la Loire;47.633991,-1.834234
44;Loire-Atlantique;Loire-Atlantique;44068;Guenrouet;1;678;461;67,99;217;32,01;3;0.44;1.38;5;0.74;2.3;209;30.83;96.31;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;23;3.39;11.0;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;52;Pays de la Loire;47.519701,-1.954999
44;Loire-Atlantique;Loire-Atlantique;44068;Guenrouet;2;684;464;67,84;220;32,16;10;1.46;4.55;9;1.32;4.09;201;29.39;91.36;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;52;7.6;25.87;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;52;Pays de la Loire;47.519701,-1.954999
44;Loire-Atlantique;Loire-Atlantique;44069;Guérande;2;806;487;60,42;319;39,58;5;0.62;1.57;6;0.74;1.88;308;38.21;96.55;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;96;11.91;31.17;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.336774,-2.463886
44;Loire-Atlantique;Loire-Atlantique;44069;Guérande;3;1001;714;71,33;287;28,67;6;0.6;2.09;0;0.0;0.0;281;28.07;97.91;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;87;8.69;30.96;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.356244,-2.369493
44;Loire-Atlantique;Loire-Atlantique;44069;Guérande;8;805;564;70,06;241;29,94;7;0.87;2.9;3;0.37;1.24;231;28.7;95.85;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;71;8.82;30.74;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.327897,-2.422098
44;Loire-Atlantique;Loire-Atlantique;44069;Guérande;12;981;707;72,07;274;27,93;6;0.61;2.19;8;0.82;2.92;260;26.5;94.89;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;92;9.38;35.38;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.329944,-2.419343
44;Loire-Atlantique;Loire-Atlantique;44070;La Haie-Fouassière;3;876;565;64,5;311;35,5;14;1.6;4.5;9;1.03;2.89;288;32.88;92.6;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;7;0.8;2.43;200067635;CA Clisson Sèvre et Maine Agglo;52;Pays de la Loire;47.165773,-1.394006
44;Loire-Atlantique;Loire-Atlantique;44071;Haute-Goulaine;5;1076;707;65,71;369;34,29;9;0.84;2.44;0;0.0;0.0;360;33.46;97.56;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;69;6.41;19.17;200067635;CA Clisson Sèvre et Maine Agglo;52;Pays de la Loire;47.19826,-1.430545
44;Loire-Atlantique;Loire-Atlantique;44072;Herbignac;1;1170;891;76,15;279;23,85;12;1.03;4.3;5;0.43;1.79;262;22.39;93.91;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;42;3.59;16.03;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.449286,-2.315981
44;Loire-Atlantique;Loire-Atlantique;44073;Héric;2;1148;827;72,04;321;27,96;5;0.44;1.56;2;0.17;0.62;314;27.35;97.82;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;29;2.53;9.24;244400503;CC d'Erdre et Gesvres;52;Pays de la Loire;47.412829,-1.651156
44;Loire-Atlantique;Loire-Atlantique;44074;Indre;3;932;602;64,59;330;35,41;5;0.54;1.52;3;0.32;0.91;322;34.55;97.58;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;4;0.43;1.24;244400404;Nantes Métropole;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44077;Joué-sur-Erdre;2;950;664;69,89;286;30,11;8;0.84;2.8;3;0.32;1.05;275;28.95;96.15;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;102;10.74;37.09;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;47.496047,-1.419019
44;Loire-Atlantique;Loire-Atlantique;44081;Legé;1;1111;826;74,35;285;25,65;7;0.63;2.46;4;0.36;1.4;274;24.66;96.14;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;36;3.24;13.14;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;46.88783,-1.596171
44;Loire-Atlantique;Loire-Atlantique;44081;Legé;2;1070;752;70,28;318;29,72;10;0.93;3.14;5;0.47;1.57;303;28.32;95.28;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;1;0.09;0.33;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;46.88783,-1.596171
44;Loire-Atlantique;Loire-Atlantique;44082;Ligné;1;1279;856;66,93;423;33,07;11;0.86;2.6;5;0.39;1.18;407;31.82;96.22;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;66;5.16;16.22;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;47.405034,-1.375551
44;Loire-Atlantique;Loire-Atlantique;44085;Louisfert;1;766;548;71,54;218;28,46;11;1.44;5.05;5;0.65;2.29;202;26.37;92.66;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;7;0.91;3.47;200072726;CC Châteaubriant-Derval;52;Pays de la Loire;47.674581,-1.43483
44;Loire-Atlantique;Loire-Atlantique;44085;Louisfert;1;766;548;71,54;218;28,46;11;1.44;5.05;5;0.65;2.29;202;26.37;92.66;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;77;10.05;38.12;200072726;CC Châteaubriant-Derval;52;Pays de la Loire;47.674581,-1.43483
44;Loire-Atlantique;Loire-Atlantique;44087;Machecoul-Saint-Même;2;710;475;66,9;235;33,1;9;1.27;3.83;2;0.28;0.85;224;31.55;95.32;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;84;11.83;37.5;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;46.994712,-1.82556
44;Loire-Atlantique;Loire-Atlantique;44087;Machecoul-Saint-Même;2;710;475;66,9;235;33,1;9;1.27;3.83;2;0.28;0.85;224;31.55;95.32;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;20;2.82;8.93;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;46.994712,-1.82556
44;Loire-Atlantique;Loire-Atlantique;44087;Machecoul-Saint-Même;6;946;632;66,81;314;33,19;8;0.85;2.55;3;0.32;0.96;303;32.03;96.5;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;122;12.9;40.26;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44087;Machecoul-Saint-Même;6;946;632;66,81;314;33,19;8;0.85;2.55;3;0.32;0.96;303;32.03;96.5;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;33;3.49;10.89;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44090;La Marne;1;1075;794;73,86;281;26,14;5;0.47;1.78;6;0.56;2.14;270;25.12;96.09;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;3;0.28;1.11;200071546;CC Sud Retz Atlantique;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44094;Mauves-sur-Loire;1;678;453;66,81;225;33,19;4;0.59;1.78;3;0.44;1.33;218;32.15;96.89;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;42;6.19;19.27;244400404;Nantes Métropole;52;Pays de la Loire;47.297366,-1.393961
44;Loire-Atlantique;Loire-Atlantique;44095;La Meilleraye-de-Bretagne;1;987;707;71,63;280;28,37;9;0.91;3.21;7;0.71;2.5;264;26.75;94.29;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;22;2.23;8.33;200072726;CC Châteaubriant-Derval;52;Pays de la Loire;47.559804,-1.401778
44;Loire-Atlantique;Loire-Atlantique;44096;Mésanger;4;786;526;66,92;260;33,08;10;1.27;3.85;6;0.76;2.31;244;31.04;93.85;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;7;0.89;2.87;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44097;Mesquer;2;1038;560;53,95;478;46,05;14;1.35;2.93;5;0.48;1.05;459;44.22;96.03;6;LDSV;DEBOUT LES PDL;Debout les Pays de la loire-liste d'union;BAYLE DE JESSÉ Cécile;14;1.35;3.05;244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);52;Pays de la Loire;47.405624,-2.472201
44;Loire-Atlantique;Loire-Atlantique;44098;Missillac;3;1058;800;75,61;258;24,39;9;0.85;3.49;3;0.28;1.16;246;23.25;95.35;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;49;4.63;19.92;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;52;Pays de la Loire;47.477358,-2.164611
44;Loire-Atlantique;Loire-Atlantique;44103;Montoir-de-Bretagne;4;1152;840;72,92;312;27,08;7;0.61;2.24;8;0.69;2.56;297;25.78;95.19;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;3;0.26;1.01;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.33166,-2.14778
44;Loire-Atlantique;Loire-Atlantique;44103;Montoir-de-Bretagne;5;795;623;78,36;172;21,64;10;1.26;5.81;3;0.38;1.74;159;20.0;92.44;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;12;1.51;7.55;244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);52;Pays de la Loire;47.32997,-2.15134
44;Loire-Atlantique;Loire-Atlantique;44104;Montrelais;1;595;410;68,91;185;31,09;6;1.01;3.24;2;0.34;1.08;177;29.75;95.68;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;23;3.87;12.99;244400552;CC du Pays d'Ancenis;52;Pays de la Loire;
44;Loire-Atlantique;Loire-Atlantique;44105;Mouais;1;233;137;58,8;96;41,2;2;0.86;2.08;0;0.0;0.0;94;40.34;97.92;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;4;1.72;4.26;200072726;CC Châteaubriant-Derval;52;Pays de la Loire;47.696207,-1.645237
44;Loire-Atlantique;Loire-Atlantique;44106;Les Moutiers-en-Retz;1;880;554;62,95;326;37,05;10;1.14;3.07;10;1.14;3.07;306;34.77;93.87;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;55;6.25;17.97;200067346;CA Pornic Agglo Pays de Retz;52;Pays de la Loire;47.063008,-2.000345
44;Loire-Atlantique;Loire-Atlantique;44106;Les Moutiers-en-Retz;2;722;475;65,79;247;34,21;8;1.11;3.24;1;0.14;0.4;238;32.96;96.36;1;LUGE;L'ECOLOGIE ENSEMBLE, SOLI;L'ECOLOGIE ENSEMBLE, SOLIDAIRE ET CITOYENNE;ORPHELIN Matthieu;52;7.2;21.85;200067346;CA Pornic Agglo Pays de Retz;52;Pays de la Loire;47.063567,-2.00024
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;121;916;593;64,74;323;35,26;7;0.76;2.17;3;0.33;0.93;313;34.17;96.9;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;66;7.21;21.09;244400404;Nantes Métropole;52;Pays de la Loire;47.219001,-1.537285
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;131;1075;699;65,02;376;34,98;3;0.28;0.8;2;0.19;0.53;371;34.51;98.67;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;9;0.84;2.43;244400404;Nantes Métropole;52;Pays de la Loire;47.222928,-1.549974
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;142;948;629;66,35;319;33,65;5;0.53;1.57;0;0.0;0.0;314;33.12;98.43;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;52;5.49;16.56;244400404;Nantes Métropole;52;Pays de la Loire;47.225072,-1.563821
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;153;997;659;66,1;338;33,9;6;0.6;1.78;5;0.5;1.48;327;32.8;96.75;8;LRN;POUR UNE REGION QUI VOUS;POUR UNE REGION QUI VOUS PROTEGE-Liste soutenue par le Rassemblement National;JUVIN Hervé;23;2.31;7.03;244400404;Nantes Métropole;52;Pays de la Loire;47.229444,-1.571057
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;172;960;615;64,06;345;35,94;4;0.42;1.16;0;0.0;0.0;341;35.52;98.84;2;LEXG;LUTTE OUVRIERE;LUTTE OUVRIERE - FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS;LE BELLER Eddy;6;0.63;1.76;244400404;Nantes Métropole;52;Pays de la Loire;47.231369,-1.554356
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;182;563;376;66,79;187;33,21;4;0.71;2.14;2;0.36;1.07;181;32.15;96.79;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;26;4.62;14.36;244400404;Nantes Métropole;52;Pays de la Loire;47.219446,-1.560036
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;212;745;620;83,22;125;16,78;2;0.27;1.6;1;0.13;0.8;122;16.38;97.6;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;12;1.61;9.84;244400404;Nantes Métropole;52;Pays de la Loire;47.213732,-1.532574
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;221;977;687;70,32;290;29,68;7;0.72;2.41;2;0.2;0.69;281;28.76;96.9;4;LUC;REGION TOUS LES PROGRES;LA REGION DE TOUS LES PROGRES;DE RUGY François;28;2.87;9.96;244400404;Nantes Métropole;52;Pays de la Loire;47.225512,-1.527307
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;221;977;687;70,32;290;29,68;7;0.72;2.41;2;0.2;0.69;281;28.76;96.9;7;LUG;PRINTEMPS DES PDL;Printemps des Pays de la Loire;GAROT Guillaume;78;7.98;27.76;244400404;Nantes Métropole;52;Pays de la Loire;47.225512,-1.527307
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;222;1063;748;70,37;315;29,63;5;0.47;1.59;1;0.09;0.32;309;29.07;98.1;3;LDIV;UN NÔTRE MONDE;UN NÔTRE MONDE PAYS DE LA LOIRE;RIGAUDEAU Linda;5;0.47;1.62;244400404;Nantes Métropole;52;Pays de la Loire;47.225512,-1.527307
44;Loire-Atlantique;Loire-Atlantique;44109;Nantes;222;1063;748;70,37;315;29,63;5;0.47;1.59;1;0.09;0.32;309;29.07;98.1;5;LUCD;UNION DE LA DROITE ET DU;UNION DE LA DROITE ET DU CENTRE;MORANÇAIS Christelle;32;3.01;10.36;244400404;Nantes Métropole;52;Pays de la Loire;47.225512,-1.527307
46;Lot;Lot;46037;Bouziès;1;83;36;43,37;47;56,63;0;0.0;0.0;0;0.0;0.0;47;56.63;100.0;9;LDIV;UNION ESSENTIELLE;Union Essentielle;LE BOURSICAUD Anthony;0;0.0;0.0;200023737;CA du Grand Cahors;76;Occitanie;44.48087,1.637229
46;Lot;Lot;46038;Bretenoux;1;1011;599;59,25;412;40,75;7;0.69;1.7;14;1.38;3.4;391;38.67;94.9;3;LREG;BASTIR OCCITANIE;Bastir Occitanie;DAVEZAC Jean-Luc;2;0.2;0.51;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;44.913171,1.841219
46;Lot;Lot;46038;Bretenoux;1;1011;599;59,25;412;40,75;7;0.69;1.7;14;1.38;3.4;391;38.67;94.9;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;28;2.77;7.16;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;44.913171,1.841219
46;Lot;Lot;46042;Cahors;5;937;699;74,6;238;25,4;7;0.75;2.94;1;0.11;0.42;230;24.55;96.64;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;18;1.92;7.83;200023737;CA du Grand Cahors;76;Occitanie;44.444828,1.443665
46;Lot;Lot;46042;Cahors;6;1063;747;70,27;316;29,73;5;0.47;1.58;3;0.28;0.95;308;28.97;97.47;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;12;1.13;3.9;200023737;CA du Grand Cahors;76;Occitanie;44.455729,1.432811
46;Lot;Lot;46045;Cajarc;1;862;508;58,93;354;41,07;2;0.23;0.56;9;1.04;2.54;343;39.79;96.89;6;LECO;L'OCCITANIE NATURELLMNT;L'Occitanie Naturellement;MAURICE Antoine;43;4.99;12.54;200067361;CC Grand-Figeac;76;Occitanie;44.491916,1.847533
46;Lot;Lot;46045;Cajarc;1;862;508;58,93;354;41,07;2;0.23;0.56;9;1.04;2.54;343;39.79;96.89;9;LDIV;UNION ESSENTIELLE;Union Essentielle;LE BOURSICAUD Anthony;0;0.0;0.0;200067361;CC Grand-Figeac;76;Occitanie;44.491916,1.847533
46;Lot;Lot;46045;Cajarc;2;66;42;63,64;24;36,36;0;0.0;0.0;0;0.0;0.0;24;36.36;100.0;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;5;7.58;20.83;200067361;CC Grand-Figeac;76;Occitanie;44.464468,1.825019
46;Lot;Lot;46046;Calamane;1;392;216;55,1;176;44,9;3;0.77;1.7;0;0.0;0.0;173;44.13;98.3;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;60;15.31;34.68;200023737;CA du Grand Cahors;76;Occitanie;
46;Lot;Lot;46056;Carayac;1;89;48;53,93;41;46,07;2;2.25;4.88;0;0.0;0.0;39;43.82;95.12;6;LECO;L'OCCITANIE NATURELLMNT;L'Occitanie Naturellement;MAURICE Antoine;6;6.74;15.38;200067361;CC Grand-Figeac;76;Occitanie;44.548318,1.923003
46;Lot;Lot;46056;Carayac;1;89;48;53,93;41;46,07;2;2.25;4.88;0;0.0;0.0;39;43.82;95.12;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;18;20.22;46.15;200067361;CC Grand-Figeac;76;Occitanie;44.548318,1.923003
46;Lot;Lot;46062;Castelfranc;1;279;150;53,76;129;46,24;3;1.08;2.33;3;1.08;2.33;123;44.09;95.35;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;9;3.23;7.32;244600433;CC de la Vallée du Lot et du Vignoble;76;Occitanie;44.501195,1.222967
46;Lot;Lot;46064;Catus;2;47;16;34,04;31;65,96;0;0.0;0.0;0;0.0;0.0;31;65.96;100.0;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;17;36.17;54.84;200023737;CA du Grand Cahors;76;Occitanie;44.555741,1.337562
46;Lot;Lot;46065;Cavagnac;1;350;212;60,57;138;39,43;5;1.43;3.62;4;1.14;2.9;129;36.86;93.48;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;4;1.14;3.1;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;45.006331,1.644868
46;Lot;Lot;46068;Cénevières;1;153;64;41,83;89;58,17;3;1.96;3.37;2;1.31;2.25;84;54.9;94.38;1;LRN;RASSEMBLER L'OCC;Rassembler l'Occitanie;GARRAUD Jean-Paul;2;1.31;2.38;244600532;CC du Pays de Lalbenque-Limogne;76;Occitanie;44.441338,1.736021
46;Lot;Lot;46068;Cénevières;1;153;64;41,83;89;58,17;3;1.96;3.37;2;1.31;2.25;84;54.9;94.38;7;LUGE;OCCITNIE COMMUN AC DELGA;L'Occitanie en Commun avec Carole DELGA;DELGA Carole;26;16.99;30.95;244600532;CC du Pays de Lalbenque-Limogne;76;Occitanie;44.441338,1.736021
46;Lot;Lot;46070;Cieurac;1;434;237;54,61;197;45,39;7;1.61;3.55;2;0.46;1.02;188;43.32;95.43;4;LUD;DU COURAGE PR L'OCCITANIE;Du courage pour l'Occitanie!;PRADIÉ Aurélien;68;15.67;36.17;200023737;CA du Grand Cahors;76;Occitanie;44.368047,1.508536
46;Lot;Lot;46073;Concots;1;379;198;52,24;181;47,76;0;0.0;0.0;5;1.32;2.76;176;46.44;97.24;5;LUC;NVEL ÉLAN PR L'OCCITANIE;Nouvel Élan pour l'Occitanie;TERRAIL-NOVÈS Vincent;6;1.58;3.41;244600532;CC du Pays de Lalbenque-Limogne;76;Occitanie;44.399297,1.639303
46;Lot;Lot;46074;Condat;1;304;187;61,51;117;38,49;4;1.32;3.42;3;0.99;2.56;110;36.18;94.02;6;LECO;L'OCCITANIE NATURELLMNT;L'Occitanie Naturellement;MAURICE Antoine;7;2.3;6.36;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;44.996087,1.687361
46;Lot;Lot;46083;Cressensac-Sarrazac;1;506;299;59,09;207;40,91;6;1.19;2.9;5;0.99;2.42;196;38.74;94.69;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;9;1.78;4.59;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;44.996434,1.554473
46;Lot;Lot;46086;Cuzance;1;483;236;48,86;247;51,14;12;2.48;4.86;8;1.66;3.24;227;47.0;91.9;2;LFI;OCCITANIE POP;Occitanie populaire;MARTIN Myriam;16;3.31;7.05;200066371;CC Causses et Vallée de la Dordogne;76;Occitanie;44.958162,1.512163
